Id,Straatnaam,Huisnummer,Huisletter,Huisnummertoevoeging,Postcode,Woonplaatsnaam,Statusadres,Gebruiksdoelwoonfunctie,Afvalwijzerinstructie,Afvalwijzerbasisroutetypeid,Afvalwijzerroutenaam,Afvalwijzerperxweken,Afvalwijzerbuitenzettenvanaftot,Afvalwijzerbuitenzettenvanaf,Afvalwijzerbuitenzettentot,Afvalwijzerafvalkalenderopmerking,Afvalwijzerafvalkalenderfrequentie,Afvalwijzerfractienaam,Afvalwijzerfractiecode,Afvalwijzerroutetypenaam,Afvalwijzerophaaldagen,Afvalwijzerafvalkalendermelding,Afvalwijzerafvalkalendervan,Afvalwijzerafvalkalendertot,Afvalwijzerbasisroutetype,Afvalwijzerbasisroutetypeomschrijving,Afvalwijzerbasisroutetypecode,Afvalwijzergeometrie,Afvalwijzerinstructie2,Afvalwijzerophaaldagen2,Afvalwijzerwaar,Afvalwijzerbuitenzetten,Afvalwijzerbuttontekst,Afvalwijzerurl,Bagnummeraanduidingid,Gbdbuurtid,Gbdbuurtcode,Afvalwijzerinzamelgebiednaam,Afvalwijzerinzamelgebiedcode
0363200000006743~Rest,Eerste Bloemdwarsstraat,13,A,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120573 487482),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006743,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006743~Textiel,Eerste Bloemdwarsstraat,13,A,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120573 487482),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006743,03630980000031,AB07,,
0363200000006755~Glas,Eerste Bloemdwarsstraat,19,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120578 487468),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006755,03630980000031,AB07,,
"0363200000006755~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,19,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120578 487468),Bij het restafval,,,,,,0363200000006755,03630980000031,AB07,Centrum-West,GA01
0363200000006755~Grof,Eerste Bloemdwarsstraat,19,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120578 487468),U kunt uw grof afval wegbrengen naar een Afvalpunt of laten ophalen door een bedrijf,,,,,https://kaart.amsterdam.nl/afvalpunten,0363200000006755,03630980000031,AB07,Centrum-West,GA01
0363200000006755~Papier,Eerste Bloemdwarsstraat,19,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120578 487468),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006755,03630980000031,AB07,,
0363200000006755~Plastic,Eerste Bloemdwarsstraat,19,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120578 487468),Bij het restafval,,,,,,0363200000006755,03630980000031,AB07,,
0363200000006755~Rest,Eerste Bloemdwarsstraat,19,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120578 487468),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006755,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006755~Textiel,Eerste Bloemdwarsstraat,19,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120578 487468),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006755,03630980000031,AB07,,
0363200000006756~Glas,Eerste Bloemdwarsstraat,19,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120578 487468),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006756,03630980000031,AB07,,
"0363200000006756~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,19,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120578 487468),Bij het restafval,,,,,,0363200000006756,03630980000031,AB07,Centrum-West,GA01
0363200000006756~Grof,Eerste Bloemdwarsstraat,19,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120578 487468),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006756,03630980000031,AB07,Centrum-West,GA01
0363200000006756~Papier,Eerste Bloemdwarsstraat,19,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120578 487468),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006756,03630980000031,AB07,,
0363200000006756~Plastic,Eerste Bloemdwarsstraat,19,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120578 487468),Bij het restafval,,,,,,0363200000006756,03630980000031,AB07,,
0363200000006756~Rest,Eerste Bloemdwarsstraat,19,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120578 487468),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006756,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006756~Textiel,Eerste Bloemdwarsstraat,19,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120578 487468),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006756,03630980000031,AB07,,
0363200000006760~Glas,Eerste Bloemdwarsstraat,20,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120570 487459),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006760,03630980000031,AB07,,
"0363200000006760~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,20,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120570 487459),Bij het restafval,,,,,,0363200000006760,03630980000031,AB07,Centrum-West,GA01
0363200000006760~Grof,Eerste Bloemdwarsstraat,20,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120570 487459),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006760,03630980000031,AB07,Centrum-West,GA01
0363200000006760~Papier,Eerste Bloemdwarsstraat,20,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120570 487459),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006760,03630980000031,AB07,,
0363200000006760~Plastic,Eerste Bloemdwarsstraat,20,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120570 487459),Bij het restafval,,,,,,0363200000006760,03630980000031,AB07,,
0363200000006760~Rest,Eerste Bloemdwarsstraat,20,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120570 487459),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006760,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006760~Textiel,Eerste Bloemdwarsstraat,20,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120570 487459),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006760,03630980000031,AB07,,
0363200000006763~Glas,Eerste Bloemdwarsstraat,22,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120571 487454),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006763,03630980000031,AB07,,
"0363200000006763~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,22,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120571 487454),Bij het restafval,,,,,,0363200000006763,03630980000031,AB07,Centrum-West,GA01
0363200000006763~Grof,Eerste Bloemdwarsstraat,22,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120571 487454),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006763,03630980000031,AB07,Centrum-West,GA01
0363200000006763~Papier,Eerste Bloemdwarsstraat,22,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120571 487454),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006763,03630980000031,AB07,,
0363200000006763~Plastic,Eerste Bloemdwarsstraat,22,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120571 487454),Bij het restafval,,,,,,0363200000006763,03630980000031,AB07,,
0363200000006763~Rest,Eerste Bloemdwarsstraat,22,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120571 487454),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006763,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006763~Textiel,Eerste Bloemdwarsstraat,22,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120571 487454),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006763,03630980000031,AB07,,
0363200000006764~Glas,Eerste Bloemdwarsstraat,22,,2,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120571 487454),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006764,03630980000031,AB07,,
"0363200000006764~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,22,,2,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120571 487454),Bij het restafval,,,,,,0363200000006764,03630980000031,AB07,Centrum-West,GA01
0363200000006764~Grof,Eerste Bloemdwarsstraat,22,,2,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120571 487454),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006764,03630980000031,AB07,Centrum-West,GA01
0363200000006764~Papier,Eerste Bloemdwarsstraat,22,,2,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120571 487454),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006764,03630980000031,AB07,,
0363200000006764~Plastic,Eerste Bloemdwarsstraat,22,,2,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120571 487454),Bij het restafval,,,,,,0363200000006764,03630980000031,AB07,,
0363200000006764~Rest,Eerste Bloemdwarsstraat,22,,2,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120571 487454),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006764,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006764~Textiel,Eerste Bloemdwarsstraat,22,,2,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120571 487454),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006764,03630980000031,AB07,,
0363200000006768~Glas,Eerste Bloemdwarsstraat,24,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120573 487449),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006768,03630980000031,AB07,,
"0363200000006768~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,24,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120573 487449),Bij het restafval,,,,,,0363200000006768,03630980000031,AB07,Centrum-West,GA01
0363200000006768~Grof,Eerste Bloemdwarsstraat,24,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120573 487449),U kunt uw grof afval wegbrengen naar een Afvalpunt of laten ophalen door een bedrijf,,,,,https://kaart.amsterdam.nl/afvalpunten,0363200000006768,03630980000031,AB07,Centrum-West,GA01
0363200000006768~Papier,Eerste Bloemdwarsstraat,24,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120573 487449),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006768,03630980000031,AB07,,
0363200000006768~Plastic,Eerste Bloemdwarsstraat,24,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120573 487449),Bij het restafval,,,,,,0363200000006768,03630980000031,AB07,,
0363200000006768~Rest,Eerste Bloemdwarsstraat,24,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120573 487449),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006768,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006768~Textiel,Eerste Bloemdwarsstraat,24,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120573 487449),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006768,03630980000031,AB07,,
0363200000006848~Glas,Eerste Boomdwarsstraat,1,,,1015NC,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120783 488071),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006848,03630980000027,AB03,,
"0363200000006848~Groente, Fruit en Tuin Afval",Eerste Boomdwarsstraat,1,,,1015NC,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120783 488071),Bij het restafval,,,,,,0363200000006848,03630980000027,AB03,Centrum-West,GA01
0363200000006848~Grof,Eerste Boomdwarsstraat,1,,,1015NC,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120783 488071),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006848,03630980000027,AB03,Centrum-West,GA01
